date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:27:04	86117/86117	---M--	200	added ('OK')	image/jpeg	date:Wed,%2005%20May%202021%2010:59:42%20GMT	https://www.milkywayinfotech.in/public/front/img/slider/slider-img-3.jpg	C:/My%20Web%20Sites/Milkyway/www.milkywayinfotech.in/public/front/img/slider/slider-img-3.jpg	(from http://milkywayinfotech.in/)
09:27:05	16034/16034	---M--	200	added ('OK')	image/png	date:Sat,%2017%20Apr%202021%2004:18:42%20GMT	https://www.milkywayinfotech.in/public/front/img/marketing/icon-1.png	C:/My%20Web%20Sites/Milkyway/www.milkywayinfotech.in/public/front/img/marketing/icon-1.png	(from http://milkywayinfotech.in/)
09:27:05	20351/20351	---M--	200	added ('OK')	image/png	date:Sat,%2017%20Apr%202021%2004:18:42%20GMT	https://www.milkywayinfotech.in/public/front/img/marketing/icon-2.png	C:/My%20Web%20Sites/Milkyway/www.milkywayinfotech.in/public/front/img/marketing/icon-2.png	(from http://milkywayinfotech.in/)
09:27:05	22061/22061	---M--	200	added ('OK')	image/png	date:Sat,%2017%20Apr%202021%2004:18:42%20GMT	https://www.milkywayinfotech.in/public/front/img/marketing/icon-3.png	C:/My%20Web%20Sites/Milkyway/www.milkywayinfotech.in/public/front/img/marketing/icon-3.png	(from http://milkywayinfotech.in/)
09:27:06	28240/28240	---M--	200	added ('OK')	image/png	date:Sat,%2017%20Apr%202021%2004:18:42%20GMT	https://www.milkywayinfotech.in/public/front/img/marketing/icon-4.png	C:/My%20Web%20Sites/Milkyway/www.milkywayinfotech.in/public/front/img/marketing/icon-4.png	(from http://milkywayinfotech.in/)
09:27:06	59704/59704	---M--	200	added ('OK')	image/jpeg	date:Wed,%2005%20May%202021%2011:01:18%20GMT	https://www.milkywayinfotech.in/public/front/img/about-img-3.jpg	C:/My%20Web%20Sites/Milkyway/www.milkywayinfotech.in/public/front/img/about-img-3.jpg	(from http://milkywayinfotech.in/)
09:27:07	119806/119806	---M--	200	added ('OK')	image/png	date:Sat,%2017%20Apr%202021%2004:18:40%20GMT	https://www.milkywayinfotech.in/public/front/img/about-shape-3.png	C:/My%20Web%20Sites/Milkyway/www.milkywayinfotech.in/public/front/img/about-shape-3.png	(from http://milkywayinfotech.in/)
09:27:07	69807/69807	---M--	200	added ('OK')	image/jpeg	date:Fri,%2007%20May%202021%2005:42:42%20GMT	https://www.milkywayinfotech.in/public/front/img/why-choose-us-img-three.jpg	C:/My%20Web%20Sites/Milkyway/www.milkywayinfotech.in/public/front/img/why-choose-us-img-three.jpg	(from http://milkywayinfotech.in/)
09:27:07	80110/80110	---M--	200	added ('OK')	image/jpeg	date:Fri,%2023%20Apr%202021%2006:10:28%20GMT	https://www.milkywayinfotech.in/public/front/img/milkyway-product/gbusiness-product.jpg	C:/My%20Web%20Sites/Milkyway/www.milkywayinfotech.in/public/front/img/milkyway-product/gbusiness-product.jpg	(from http://milkywayinfotech.in/)
09:27:08	78843/78843	---M--	200	added ('OK')	image/jpeg	date:Fri,%2023%20Apr%202021%2006:10:38%20GMT	https://www.milkywayinfotech.in/public/front/img/milkyway-product/isiksha-product.jpg	C:/My%20Web%20Sites/Milkyway/www.milkywayinfotech.in/public/front/img/milkyway-product/isiksha-product.jpg	(from http://milkywayinfotech.in/)
09:27:08	85834/85834	---M--	200	added ('OK')	image/jpeg	date:Fri,%2023%20Apr%202021%2006:10:50%20GMT	https://www.milkywayinfotech.in/public/front/img/milkyway-product/samplex24.jpg	C:/My%20Web%20Sites/Milkyway/www.milkywayinfotech.in/public/front/img/milkyway-product/samplex24.jpg	(from http://milkywayinfotech.in/)
09:27:10	1130/1130	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2018%20May%202021%2003:57:09%20GMT	http://milkywayinfotech.in/website-design-development-company-noida	C:/My%20Web%20Sites/Milkyway/milkywayinfotech.in/website-design-development-company-noida.48.delayed	(from http://milkywayinfotech.in/)
09:27:10	237084/237084	---M--	200	added ('OK')	image/jpeg	date:Fri,%2023%20Apr%202021%2006:11:00%20GMT	https://www.milkywayinfotech.in/public/front/img/milkyway-product/streetas-job-portal.jpg	C:/My%20Web%20Sites/Milkyway/www.milkywayinfotech.in/public/front/img/milkyway-product/streetas-job-portal.jpg	(from http://milkywayinfotech.in/)
09:27:10	4098/4098	---M--	200	added ('OK')	image/png	date:Sat,%2017%20Apr%202021%2004:18:42%20GMT	https://www.milkywayinfotech.in/public/front/img/services/shape-4.png	C:/My%20Web%20Sites/Milkyway/www.milkywayinfotech.in/public/front/img/services/shape-4.png	(from http://milkywayinfotech.in/)
09:27:10	5673/5673	---M--	200	added ('OK')	image/jpeg	date:Sat,%2017%20Apr%202021%2004:18:44%20GMT	https://www.milkywayinfotech.in/public/front/img/testimonials/testimonials-1.jpg	C:/My%20Web%20Sites/Milkyway/www.milkywayinfotech.in/public/front/img/testimonials/testimonials-1.jpg	(from http://milkywayinfotech.in/)
09:27:11	6261/6261	---M--	200	added ('OK')	image/jpeg	date:Sat,%2017%20Apr%202021%2004:18:44%20GMT	https://www.milkywayinfotech.in/public/front/img/testimonials/testimonials-2.jpg	C:/My%20Web%20Sites/Milkyway/www.milkywayinfotech.in/public/front/img/testimonials/testimonials-2.jpg	(from http://milkywayinfotech.in/)
09:27:11	7442/7442	---M--	200	added ('OK')	image/jpeg	date:Sat,%2017%20Apr%202021%2004:18:44%20GMT	https://www.milkywayinfotech.in/public/front/img/testimonials/testimonials-3.jpg	C:/My%20Web%20Sites/Milkyway/www.milkywayinfotech.in/public/front/img/testimonials/testimonials-3.jpg	(from http://milkywayinfotech.in/)
09:27:12	89476/89476	---M--	200	added ('OK')	application/javascript	date:Sat,%2017%20Apr%202021%2004:18:44%20GMT	https://www.milkywayinfotech.in/public/front/js/jquery.min.js	C:/My%20Web%20Sites/Milkyway/www.milkywayinfotech.in/public/front/js/jquery.min.js	(from http://milkywayinfotech.in/)
09:27:12	80821/80821	---M--	200	added ('OK')	application/javascript	date:Sat,%2017%20Apr%202021%2004:18:44%20GMT	https://www.milkywayinfotech.in/public/front/js/bootstrap.bundle.min.js	C:/My%20Web%20Sites/Milkyway/www.milkywayinfotech.in/public/front/js/bootstrap.bundle.min.js	(from http://milkywayinfotech.in/)
